review,sentiment
i gave this a 1. there are so many plot twists that you can never be sure to root for. total mayhem. everyone gets killed or nearly so. i am tired of cross hairs and changing views. i cannot give the plot away. convoluted and insane. if i had paid to see this i would demand my money back. i wish reviews were more honest.,negative
not an easy film to like at first with both the lead characters quite unlikeable but luckily the heart and soul of the film is paula sage's touching performance which drives the film into uncharted waters and transcends the rather awkward storyline. this gives the film a feeling of real truth and makes you think you've seen something special. 7 10,positive
"i read the book before seeing the movie, and the film is one of the best adaptations out there. very true and faithful to the book. sean penn and sarandon are amazing. robbins is a talented filmaker and i wish he would add more to his repetoire. he made the film very haunting and intentionally slow paced to add depth. an especially brilliant bit of filmaking was the reflection of the victims appearing in the glass of the execution room at the very end.",positive
"docteur petiot, starring michel serrault, is a brutal story about a brutal man. a doctor who heals the sick in occupied france, even if their ability to compensate is not there. yet, he preys on the weakest amidst the populace. the imagery and cinematography are superb, and lend an additional macabre feeling to this complex story. he is the perfect psychopath. seductive and altruistic, intelligent and caring, calculating and murderous. a movie certain not to be forgotten soon by the viewer. kudos to mr. serrault, for his chilling portrayal.",positive
"i just got this video used and i was watching it last night. the acting started out extremely bad hey hey twister but got very good soon after wards. the tornadoes looked extremely fake, and many of the cgi effects were very dodgy, but the scene with the house cracking apart and the contents inside being blown around and sucked out were extremely well done, and just about on par with movies like twister. the scenes of devastation were also extremely well done too. the story was very well written, and it's refreshing to see a movie like this stray away from the same old disaster formulas movies of this genre seems to have been stuck in for 30 years.while this movie had a very weird mix of fx and acting quality, this merits an a in my book.",positive
"this film is really vile. it plays on the urban paranoia of the 70s 80s and puts it into a school context. i'm not saying that urban crime wasn't a problem for a lot of people or that schools weren't aren't problem areas but this vile piece of exploitation takes the biscuit. violence is beyond anything realistically imaginable but in this case it's not a case of social issues but a white, upper middle class student uses it to turn himself into the crime kingpin of his local high schoiol. and of course he knows how to play the system. does that sound familiar. yes. this turd is pure violent exploitation, a really nasty piece of work. it's disturbing brutality dressed up as a social comment. this belongs in the same category as trash like exterminator, death wish 2 5 and so on and so on. the only remarkable thing is that michael fox was so broke at the time that he had to do stuff like this.",negative
"what a horrible, horrible film. the worst collection of cliches i have seen in a long time. not that i saw much. i left the theatre screaming after about 40 minutes in search of a stiff drink to soothe my nerves. meryl streep was awful as usual. how many hurt and tortured expressions can 1 person have? aidan quinn's talents were as so often totally wasted. and who told gloria estefan she could act? trying to be polically correct this movie still enforces racial stereotypes. brave inexperienced lonely music teacher teaches underprivilegded kids violin in poor neighbourhood school . the kids weren't even cute! just written in to suit the appalling script. aaargh! wes craven really made me cringe for once. real horror this one!",negative
"motocrossed was fun, but it wasn't that great. i guess i just didn't understand a lot of the motocross racing lingo and there was a lot of that in the film ! the plot wasn't what i expected from the disney channel previews, so that could account for some of my disappointment.",negative
"sixth escapade for freddy krueger in which he has finally managed to kill off virtually every youth in springwood now he wants to broaden his horizons and spoiler needs a family member in order to do it.a failure as a horror movie because it simply ain't scary at all. works better as a dark, macabre black comedy, to tell you the truth. freddy krueger has now been stripped of all of his ability to chill this viewer. too many wisecracks, that's for sure. the actors aren't interesting save robert englund, as always, and an obviously slumming yaphet kotto and there are simply far too many visual effects. the finale is ok but doesn't provide as many sparks as i think one might hope.in adding a new twist to the familiar dream killer's story, it provides englund the opportunity to do more non makeup scenes than ever before.there are cameos worth noting a joint cameo by then couple roseanne and tom arnold that is devoid of entertainment value, an appropriate appearance by veteran shock rocker alice cooper, and a funny cameo by johnny depp that also sort of acknowledges the pop icon that he had become.film debut of breckin meyer, who plays spencer.one of the best things about it is the replaying of key scenes from earlier entries during the closing credits.4 10",negative
"ok, i'm italian but there aren't so many italian film like this. i think that the plot is very good for 3 4 of the film but the final is too simple, too predictable. but it's the only little mistake. the consequences of love in my opinion have great sequences in particular at the beginning and great soundtrack. i'd like very much the lighting work on it. the best thing on it is a great, great actor. you know, if your name were al pacino now everybody would have still been talking about this performance. but it's only a great theater italian actor called toni servillo. yes, someone tell me this film and this kind of performance it's too slow, it's so boring, so many silences, but i think that this components its fantastic, its the right way for describing the love story between a very talented young girl, the grand daughter of the italian actress anna magnani, olivia and the old mysterious man toni. one of my favorite italian films.",positive
"if you only see one ernest movie in your life, make it this one! this is by far the best in the series, with its nonstop laughs and clever humor that is suitable for all ages. the other ernest flicks were good too, but most people tend to get tired of him quickly not me, however. .in this movie, ernest p. whorrel is assigned jury duty for a murder case. the murderer, nash, just happens to look exactly like our bumbling hero ernest. mr. nash finds this a good opportunity to escape from jail by knocking him out switching identities with him, and so we get to see how ernest reacts in the slammer.a great flick! if you haven't already seen it, watch it!",positive
"an idiotic dentist finds out that his wife has been unfaithful. so, no new story lines here. however, the authors managed to create a stupid, disgusting film. if you enjoy watching kids vomiting, or seeing a dentist imagining that he is pulling all his wife's teeth out in a bloody horror type, go see or rent the film. if not, move on to something else my fair lady, anyone?",negative
"the first cube movie was an art movie. it set up a world in which all the major archetypes of mankind were represented, and showed how they struggled to make sense of a hostile world that they couldn't understand. it was, on the non literal level, a man vs. cruel nature plot, where the individual who represented innocence and goodness came through in the end, triumphing to face a new, indefinable world beyond man's petty squabbles a world where there were no more struggle, but peace. i rated cube a 10 out of 10, and it's a movie that was never meant to have any sequels.the second movie, hypercube was a massive disappointment. some of the ideas were kind of cool, but in the context of the original movie, both the story and the setting made no sense and had no meaning. still, for being fairly entertaining, i rated it a 5 out of 10.the third movie, cube zero, while ignoring the second, plays like a vastly inferior commercial b movie rehash of the first, sans the symbolism. there is no homage or tribute here there is only ripping off. the same kind of plot, with some elements idiotically altered like having letters instead of prime numbers between the cubes an idea which shows more clearly than anything else that this is a rip off with absolutely no originality and nothing to say .that we see something from behind the scenes means nothing, because the watchers are just part of the big bad experiment, the architects of which we hear nothing of. and, in this movie, those who get through to the exit like kazan did at the end of the first movie are just killed where the bleep is the sense in that?! that's just flippin' stupid. i'm glad i didn't pay to see this.the production values and acting in cube zero are not too bad, but the story and the ideas are so utterly devoid of any inspiration that this movie can only get from me a rating of 3 out of 10.",negative
"i have just watched this movie on dvd late this morning and was so disappointed that even thought it was a good joke for the audience. in other words the creators planed to make comedy not drama. howsoever, at the end i realized that mr. tony giglio was earnest about this movie. it's a pity because the dialogue is ridiculous, the acting is poor and lifeless, the story is a fishy tale! poor ryan phillippe despite of his efforts his character in the movie remains probably his worst performance! what to say for jason statham lack of all kinds of skills to develop the role which is an imaginary fiction... for this reasons i vote 3 10",negative
"i believe shakespeare explained what i just read beautifully. me thinks he the lady doth protest too much. the whole thing sounded to me as if the author was trying to convince himself! he sites profane literature writings from the same time period but not connected with the bible a number of times however i can think of at least three references off the top of my head which lend historical accuracy to events contained in the bible. anyone can skew data prove anything they like but it doesn't make it true. customs change, word definitions change over time look at english german where it is very obviously a common root nothing stays the same, it's always growing and changing. the bible has many different translations but the king james version is the one i've found to be the best when it comes to any kind of research. in the king james version you will notice there are certain words written in italics. these words have been added by the translators and can be dropped the mean of the entire verse changes. writings from around the time of christ were written without spaces, without punctuation, without paragraphs without numeric verses. these writings look like one long word the translators added all of the above. for example how would you read this godisnowhere do you read it as god is nowhere or do you read it as god is now here? same string of letters two entirely different meanings. this is why many biblical researchers use a 'lexicon' to assist them in translation as it provides a word for word translation from the original arabic, greek or hebrew depending on the language in which the scripture was originally written. it's also interesting to note that when translated into symbolic logic you can prove god exists but you can not prove he doesn't exist! in the end i just love listening to people who think they are so smart that they are qualified to judge the almighty. talk about ego! putting soapbox away, god bless maegi",negative
"i presume you are here for damage to your mental circuitry. valmike nelson made me watch this...he mentioned it in his book, movie megacheese. i asked myself, why would mike nelson steer me wrong? i now know why the bots never trusted mike nelson.the music is by john williams, which is probably part of his payment to the devil. in fact, i'm sure anyone who worked on this movie is probably in league with ol' slewfoot, or is now cursed, from the executive director down to the guy who ran the catering truck outside the studio. don't watch...for the love of god...don't watch!!! not even making a copy and showing someone else will un curse you...i'm doomed now, i understand this. i accept this. but save yourself...",negative
"this movie was flippin awful....i wanted those hours of my life back. for god's sake, stay far away from this awful crumb ball movie at all costs. its not worth mentioning the title, but the ratings on this movie are pretty generous for a vomit scum movie like this. and where do i begin? the dumb a kids in the movie.....the zero plot or story?...the garden variety college frat boy esquire scenes of towel slapping? or the very bad acted, teen angst innuendo? ! my god, it never ended!.....i remember thinking i would have rather kissed the movie theater floor, then sit through this one again.but what do you expect? most people with the brain power to look up reviews, are not going to be the target audience here at all so go see pirites 2 again, or the jet lee one, if your debating to yourself. look, this movie will just cost you your soul, your money, your energy, and your brain cells. heed the warning.",negative
"this is a movie that i can watch over and over and never ever get tired of it, it has lot's of laughs, guns, action, crime,, good one liners, and a decent plot, with an over the top, donald sutherland in a rather comedic role as an assasain. tia carerra looks as hot as she ever did and can act too, thomas ian griffin is great in this as the lead character max a dea agent diane is the fbi agent, played by carerra, and john lithgow from frazier on tv, plays the bad guy,, livingston . the plot centers around max and diane trying to capture livingston while they fight and argue with each other about who gets the money for the respective agencies, throw into the mix the assassain sutherland, who pretty much has all the good one liners, this is the perfect crime caper, there is the usual love story,, but played very differently than you would think by carerra and griffith. you also have the russian mafia, italian mafia, and chineese mafia here thrown into the mix,, the film is shot in boston,, where you have some great shots , and locals,, great photography and music in this film, this movie is just the epitome of a crime comedy,, it has everything that one could ever want. check out sutherland's toilet in a particular scene,, very unusual. this film is a riot and will make you laugh real hard 10 plus for me.",positive
"if you like to see animals being skinned alive, their heads smashed, dogs throats being crushed my men stomping on them, then this one is for you! but if you are somewhat normal, and don't need to see real footage of animal cruelty, pass this one up. this movie tries to shock the viewer, and it sure does.with the animal snuff at the beginning, and the killing of babies in the movie fake at least its was enough to make myself turn it off.i've seen movies like this before that show slaughterhouse footage btk movie and this kind of footage should not be allowed in a horror movie.we watch gore and horror because we know its just make up, and special effects, so we shouldn't sit down to watch a movie and see the real killing of animals, its not what we rented the movie for.if anything, there should be a large warning label put on these types of garbage movies so people won t be surprised by it. as a very hardcore horror fan, this one turned my stomach. the entire movie cast and crew need their heads checked.",negative
"another spanish movie about the 1936 civil war. this time we're told about the story of carol lovely played by de butant clara lago , a little girl which comes to live to a little spanish village from new york. it is such an initiating trip, and soon she'll find about the injustices of the human race, their stupid fights and conflicts, their contradictions.imanol uribe makes his best film since di as contados 1994 with such a sober pulse, a beautiful photography, and a nice script. he tries not to take part in the conflict, he just shows us some facts and let us decide ok, the facts are explicit enough to make us decide in which band are we in and he takes a huge advantage of the presence and the freshness of the young starring couple clara lago and juan jose ballesta.a well cared production.my rate 7 10",positive
"a response to previous comments made by residents of the region where this motion picture was lensed one person suggested that the closing and destruction of the ocean view amusement park led to a downturn in the surrounding neighborhoods. this is simply not true. prior to the construction of interstate 64, which bypasses the ocean view area, the primary route for traffic went through the heart of ocean view. once the interstate was completed, ocean view rapidly became a ghost town with businesses closing up and an increase in crime. this led to a huge reduction in revenues for the park, which also faced new competition from nearby busch gardens in williamsburg. meanwhile, in the past few years, the city of norfolk has done a remarkable job of fostering redevelopment so that the area has become a sought after location for construction of high end housing.it has also been said that the destruction footage of the roller coaster was used in the film rollercoaster . this is also untrue. footage was shot of two coaster cars careening off the ride for that film, but the actual explosions and collapse are exclusive to death of ocean view park .as to the film itself, the storyline of a supernatural force in the water adjacent to the park was certainly silly, but somewhat typical for b grade movies of the time. with the cast involved, there should be no surprise that the scenery was gnawed in almost every scene by the primary actors. i don't believe this film was intended to be another citizen kane i believe playboy was experimenting with a new non nude format to determine if this was an area for the company to expand into apparently not! . a strange force in the water causing strange events in an old amusement park probably sounded good at the conference table, but proved unmanageable in execution. the roller coaster and the rest of the park was destined for the wrecking ball anyway let's come up with a weird way to justify an explosive demise! .for the casual movie viewer, this would be a see once and forget about it film except for diana canova fans but for the thousands of people who live in the region and have fond memories of the park, this movie is like a walk down memory lane for footage of the park as well as old footage of downtown norfolk, the first harborfest , and old dominion university. even a limited release of this film on dvd would be welcome.",negative
"i was expecting a lot from mr.amitabh bachan's role of sarkar, but am disappointed. being a ram gopal verma's direction i was not ready for this kind of a movie. sarkar is supposed to be a strong character, but the movie shows that amitabh is too dependent on others power rather than his. there is a movie in tamil called nayakan based on the theme of god father and kamala hassan has played the lead. the movie is well directed and the power till the end remains in the hands of kamala hassan, not his son. amitabh bachan seems to be too helpless in the movie and he just accepts everything instead of changing things. the movie fails to show the strong impact of god father.",negative
"a trio of buddies, sergeants all in the british army, carouse brawl their way across imperial india. intensely loyal to each other, they meet their greatest most deadly challenge when they encounter the resurgence of a hideous cult its demented, implacable guru. now they must rely on the lowliest servant of the regiment, the water carrier gunga din, to save scores of the queen's soldiers from certain massacre.based more on the three musketeers than kipling's classic poem, this is a wonderful adventure epic a worthy entry in hollywood's golden year of 1939. filled with suspense humor, while keeping the romantic interludes to the barest minimum, it grips the interest of the viewer and holds it right up to the sentimental conclusion.it is practically fruitless to discuss the performance nuances of the three stars, cary grant, victor mclaglen douglas fairbanks jr., as they are really all thirds of a single organism inseparable and, to all intents purposes, indistinguishable. however, this diminishes nothing of the great fun in simply watching them have a glorious time. it's interesting to note, parenthetically, that mclaglen boasted of a distinguished world war one military career fairbanks would have a sterling record in world war two mostly in clandestine affairs earning himself no fewer than 4 honorary knighthoods after the conflict while grant reportedly worked undercover for british intelligence, keeping an eye on hollywood nazi sympathizers. the real acting laurels here should go to sam jaffe, heartbreaking in the title role. he infuses the humble man with radiant dignity enormous courage, making the last line of kipling's poem ring true. he is unforgettable.montague love is properly stalwart as the regimental major, whilst eduardo ciannelli is evil incarnate as the thuggee guru. the rest of the cast, joan fontaine, robert coote, lumsden hare, are effective but have little to do. movie mavens will recognize cecil kellaway in the tiny role of miss fontaine's father.the film picks its villains well. the demonic thuggee cult, worshipers of the hideous, blood soaked kali, hindu goddess of destruction, was the bane of indian life for 6 centuries, ritualistically strangling up to 30,000 victims a year. in 1840 the british military, in cooperation with a number of princely states, succeeded in ultimately suppressing the religion. henceforth it would remain the stuff of novels nightmares.",positive
"this movie pretty much sucked. i'm in the army and the soldiers depicted in this movie are horrible. if your in the military and you see this movie you'll laugh and be upset the entire movie because of the way they acted as a squad. it was ridiculous. they acted like a bunch of normal people with army uniforms on not knowing what to do. it was a pretty gory movie i'd have to say the least. there was a couple scenes where they try to make you jump. i'd recommend seeing it if you are bored and want to see a violent, gory movie. it will be a better movie also if your not in the military. i also would have to say i liked the first one better than this one.",negative
if you watched pulp fiction don't see this movie. this movie is not funny. this is the worst parody movie ever. this is a poor attempt of parody films.the cast is bad. the film is bad. this is one of the worst pictures ever made.i do not recommend plump fiction. i prefer the original pulp fiction by the great quentin tarantino. this is one of the worst parody films ever made.plump fiction is not a good movie. it is not funny. it is so dumb and vulgar.,negative
"i went to see passion of mind because i usually get a kick out of the genre of alternate reality romances, i.e. sliding doors, me, myself, i, etc. but this was the worst one i've ever seen! i had to force myself to sit through it. i didn't even stay through the credits which is unheard of for me.the magical realism was completely missing because demi moore was grim and the lovers she was two timing were guys who usually play villains, though each was kind of sexy and appealing.there was actually a psychological explanation provided for the dual lives, with a distasteful frisson of the elektra complex maybe the magic shouldn't be explained for this genre to work. originally written 5 28 2000",negative
"i thought that rotj was clearly the best out of the three star wars movies. i find it surprising that rotj is considered the weakest installment in the trilogy by many who have voted. to me it seemed like rotj was the best because it had the most profound plot, the most suspense, surprises, most emotional, especially the ending and definitely the most episodic movie. i personally like the empire strikes back a lot also but i think it is slightly less good than than rotj since it was slower moving, was not as episodic, and i just did not feel as much suspense or emotion as i did with the third movie.it also seems like to me that after reading these surprising reviews that the reasons people cited for rotj being an inferior film to the other two are just plain ludicrous and are insignificant reasons compared to the sheer excellence of the film as a whole. i have heard many strange reasons such as a because yoda died b because bobba fett died c because small ewoks defeated a band of stormtroopers d because darth vader was revealedi would like to debunk each of these reasons because i believe that they miss the point completely. first off, who cares if bobba fett died??? if george lucas wanted him to die then he wanted him to die. don't get me wrong i am fan of bobba fett but he made a few cameo appearances and it was not lucas' intention to make him a central character in the films that star wars fans made him out to be. his name was not even mentioned anywhere in the movie... you had to go to the credits to find out bobba fett's name!!! judging rotj because a minor character died is a bit much i think... secondly, many fans did not like yoda dying. sure, it was a momentous period in the movie. i was not happy to see him die either but it makes the movie more realistic. all the good guys can't stay alive in a realistic movie, you know. otherwise if all the good guys lived and all the bad guys died this movie would have been tantamount to a cheesy saturday morning cartoon. another aspect to this point about people not liking yoda's death.. well, nobody complained when darth vader struck down obi wan kenobi in a new hope. many consider a new hope to be the best of the trilogy why was obi wan's death okay but yoda's not... hmmmmmmmmmmmm.... another reason i just can not believe was even stated was because people found cute ewoks overpowering stormtroopers to be impossible. that is utterly ridiculous!! i can not believe this one!! first off, the ewoks are in their native planet endor so they are cognizant of their home terrain since they live there. if you watch the movie carefully many of the tactics the ewoks used in defeating the stormtroopers was through excellent use of their home field advantage. since you lived in the forest all your life i hope you would have learned to use it to your advantage they had swinging vines, ropes, logs set up to trip those walkers, and other traps. the stormtroopers were highly disadvantaged because they were outnumbered and not aware of the advantages of the forest. the only thing they had was their blasters. to add, it was not like the ewoks were battling the stormtroopers themselves, they were heavily assisted by the band of rebels in that conquest. i thought that if the stormtroopers were to have defeated a combination of the star wars heros, the band of rebels, as well as the huge clan of ewoks with great familiarity of their home terrain, that would have been a great upset. lastly, if this scene was still unbelievable to you.. how about in empire strikes back or in a new hope where there were several scenes of a group consisting of just han solo, chewbacca, and the princess, being shot at by like ten stormtroopers and all their blasters missed while the heros were in full view!! and not only that, the heroes , of course, always hit the stormtroopers with their blasters. the troopers must have very, very bad aim then! at least in empire strikes back, the battle of endor was much more believable since you had two armies pitted each other not 3 heroes against a legion of stormtroopers. don't believe me? check out the battle at cloud city when our heroes were escaping lando's base. or when our heros were rescuing princess leia and being shot at somehow they missed as han solo and luke were trying to exit the death star.the last reason that i care to discuss others are just too plain ridiculous for me to spend my time here. is that people did not like darth vader being revealed! well, in many ways that was a major part of the plot in the movie. luke was trying to find whether or not darth vader was his father, annakin skywalker. it would have been disappointing if the movie had ended without luke getting to see his father's face because it made it complete. by annakin's revelation it symbolized the transition darth vader underwent from being possessed by the dark side in his helmet and to the good person he was annakin skywalker by removing the helmet . the point is that annakin died converted to the light side again and that is what the meaning of the helmet removal scene was about. in fact, that's is what i would have done in that scene too if i were luke's father...isn't that what you would have done if you wanted to see your son with your own eyes before you died and not in a mechanized helmet?on another note, i think a subconscious or conscious expectation among most people is that the sequel must be worse even if it is better that preceding movies is another reason that rotj does not get as many accolades as it deserves. i never go into a film with that deception in mind, i always try to go into a film with the attitude that well, it might be better or worse that the original .. but i can not know for sure.. let's see. that way i go with an open mind and do not dupe myself into thinking that a clearly superior film is not as good as it really was.i am not sure who criticizes these movies but, i have asked many college students and adults about which is their favorite star wars movie and they all tell me except for one person that said that a new hope was their favorite that it is rotj. i believe that the results on these polls are appalling and quite misleading.bottom line, the return of the jedi was the best of the trilogy. this movie was the only one of the three that kept me riveted all throughout its 135 minutes. there was not a moment of boredom because each scene was either suspenseful, exciting, surprising, or all of the above. for example, the emotional light saber battle between luke and his father in rotj was better than the one in the empire strikes back any day!!!finally, i hope people go see the phantom menace with an open mind because if fans start looking for nitpicky, insignificant details or see it as just another sequel to trash the movie such as this movie stinks because luke is not in it! then this meritorious film will become another spectacular movie that will be the subject of derision like rotj suffered unfortunately.",positive
"crossfire remains one of the best hollywood message movies because, unlike the admirably intentioned gentleman's agreement, which it beat to theatres by a few months, it chooses to send its message via the form an excellent noir thriller rather than have an outraged star constantly saying it's because i'm jewish, isn't it? it's much easier to get the message that hate is like a loaded gun across when the dead bodies are actual rather than metaphorical. somewhat shamefully, the brief featurette on the warners' dvd doesn't mention that novelist richard brooks disowned the film over the shift from a homophobic murder to an anti semitic one, but it's interesting to note that while the victim is killed primarily because he is jewish, there's little doubt in sam levene's performance that the character is in fact also gay not a mincing caricature, but there's definitely a two lost souls aspect to his scenes with george cooper's confused soldier. there's not much of a mystery to who the murderer is even though the killing is carried out in classic noir shadows, the body language of the killer is instantly recognisable, but then the film has its characters drift to the same conclusion before the halfway point the tension comes from proving it and saving the fall guy.there's an element of ealing films to the gang of soldiers teaming together to get their buddy out of a fix you could almost see that aspect as a blueprint for hue and cry , but the atmosphere is pure rko noir. set over one long sweltering night, the film has a great look filled with deep dark blacks and shadows born as much out of economy as style it cut back on lighting time and allowed director edward dmytryk more time to work with the actors and the excellent cast make the most of the fine script a laid back but quietly charismatic robert mitchum, robert young's maigret like detective, gloria grahame's tramp and the perpetually creepy paul kelly as her compulsive liar admirer, a guy who tries on stories the way other people try on ties. but the lasting impression is of robert ryan's excellent performance as a guy who could do with a good leaving alone as he does his best to help the wrongly accused man all the way to death row. a big surprise hit in 1946, as a reward, dmytryk and producer adrian scott found themselves investigated by the huac, which itself had a notable tendency to target jews. so much for crusading",positive
"this movie basically is a very well made production and gives a good impression of a war situation and its effects on those involved. it's always interesting to see the story from the 'other' side for a change. this movie concentrates on a group of german soldiers who after fighting in the north africa campaign are send to stalingrad, russia, where one of the most notorious and bloodiest battles of ww ii is being fought.it's interesting to see the other side of this battle, since we mainly just always see the germans simply as the 'villains'. in this movie those 'villains' are given an humane face and voice and it sort of makes you realize that the only true enemy in war is war itself and not necessarily those who you're fighting against. at first it's kind of hard to concentrate on the movie because you always just have in the back of your mind that the german's are the evil villains. but of course you get accustomed to it quickly and you soon adapt the germans as the main characters of the movie and you even start to care and be interested in them.the way this story is told isn't however the best. it's hard to keep track of the story at times, as it jumps from the one sequence and location to the other. the movie isn't always logic in its storytelling and features a bit too many sequences that remain too vague. it also is most of the time pretty hard to keep the characters apart and see who is who. it doesn't always makes this movie an easy on to watch but than again on the other hand, there are plenty enough sequences and moments present in this movie to make it worthwhile and an interesting one, just not the most coherent one around. in that regard hollywood movies are always better than european movies.the production values are high and features some good looking sets and locations, though the movie wasn't even shot in russia itself. it helps to create a good war time situation atmosphere.the character are mostly interesting although perhaps a tad bit formulaic. but i don't know, for some reason formulaic characters always work out fine in war movies and strenghtens the drama and realism. it also helps that they're being played by well cast actors. all of the actors aren't the best known actors around thomas kretschmann was also at the time still a fairly unknown actor but each of them fit their role well and gives its characters an unique face and personality.all in all not the best or most consistent ww ii drama around but definitely worth a look, due to its original approach of the german side of the battle of stalingrad and its good production values.7 10",positive
"so i rented this from netflix because somebody gave me roger ebert's book i hated, hated, hated this movie and he gave this one a rare zero star rating in the book and said at the end of his original review mad dog time should be cut up to provide free ukulele picks for the poor . so i figured from ebert saying that i would see if it was really as bad as he said it was. i know most society says not to listen to critics and to judge for yourself but i could not express how much i hated this piece of junk like ebert did and never since ebert's review of rob reiner's north where he said he hated that movie ten times had i ever heard such a brilliant hatred movie review. here we have richard dreyfuss as a gangster which i don't think it would be terrible to see dreyfuss as a gangster if the screenplay for this movie were written well. but above all the other things that were awful about this movie i can certainly tell you the script was not written well at all. while the movie starts off with jeff goldblum saying that he enjoyed watching dreyfuss's girlfriend while dreyfuss was at a criminal hospital the movie starts off with some decent dialog after the opening credits. but after that first 4 or 5 minutes the other 85 minutes just consists of dumb characters talking pointless garbage for 30 seconds then someone gets shot. then there are a whole bunch of jokes about dreyfuss being mentally ill. haha. not funny. then we get an unpleasant and unfunny scene parodying frank sinatra's my way sang by gabriel byrne apparently to insult dreyfuss. of course because the screenplay was written on the level of a sixth grader dreyfuss shoots byrne over five times and byrne just will not die. are we as the audience supposed to even care or find that mildly funny? i can certainly tell you i did not care or find that funny. not only am i disappointed in dreyfuss who i admire much as an actor for producing and starring in this tripe but i am also extremely disappointed in jeff goldblum because this was released the same year that independence day was the top grossing film of the year and ultimately one of the most successful films in history. did goldblum feel that independence day would be a flop and then just take the next role that was offered to him to make some money if independence day were a bomb? what did an oscar winner and the star of two of the biggest money making films in history find remotely enjoyable about this? the opening sequence of mad dog time says that the movie is set on another planet. i only wish now that i have wasted 93 minutes watching this trash that it would have stayed and opened in theaters on the planet where it supposedly takes place so that way everyone on this planet would never here of this ridiculous waste of 93 minutes out of my life that i will never get back. ebert saying the movie should have been cut up is not good enough i am afraid. every copy of mad dog time should have gasoline poured all over it and be lit on fire. i have yet to top a worst movie i have ever seen because this one has won it's honor as the worst movie ever.",negative
"what a boring film! to sum it all up, its was basically just nana patekar beating up his daughter in law karisma kapoor, while she tried to flee from the village, with her son. can someone say boring??? the concept wasn't too bad, but it was poorly executed. the canadian locales, and some of the village scenes were nicely shot. however, overall the cinematography came up short. the story could have been great, but the movie just seemed to drag on. there is only so much stupidity a person can take, let alone three bloody hours of it.the best part of the whole movie was the song ishq kamina , and that was only five minutes long. other than that, this movie was a piece of crap.",negative
"rant start i didn't want to believe them at first, but i guess this is what people are talking about when they say south korean cinema has peaked and may even be going downhill. after the surprisingly fun and moving monster movie gwoemul aka the host of 2006 which actually succeeded in making a sharp satire out of a b movie genre successive korean blockbusters have become more and more generic, even though their budgets mainly spent on special effects have become more and more fantastic. do south korean movie makers really want to squander all the audience and investor goodwill, which their industry has built up since the 1999 break out film shiri swiri , by making a whole series of big budget mediocre movies like mainland china did? rant end the only reason i can fathom for making this movie is to dupe the investors into financing the most detailed and fluid digital animation of a korean east asian styled dragon i have seen to date, for the final scenes. now if they had introduced that dragon at the beginning and given it more personality and purpose like in the 1996 dragonheart , the movie might have had a few more redeeming qualities other than having lots of digitally animated dragons. remember dungeons dragons in 2000? hasn't anyone learnt that the trick is not how much special effects you use, but how well you use it? i hope there are more and better korean legends they can use, because they have just killed a lot of international interest in korean dragon legends with the way they filmed this one.in short, i agree with all the negative reviews gone before and wonder how koreans felt about having their folk anthem arirang being played at the very end. as a creature feature, i would have given it at least 5 stars out of 10 if the special effects or action sequences had been worth it, but i've seen many video games with better camera work and scripting just less dragons .",negative
"as a native chinese, i can not accept this kind of idea that some people must die for a 'better world'. i said 'better world' because it is a lie that chinese people have been indoctrinated for thousand years! i guess most western audience may don't know qin shihuang means the first emperor , the king in this film is the most notorious tyrant in ancient china. the tianxia chinese word was spoken by the king, means 'the land and the people' spoken from his mouth is totally lie. from then on, one after another, all the king in ancient china spoke the same thing but very few of them did as what they said.another fact is, qin shihuang's empire only lasted about twenty years before it was destroyed by people.well, i do like the beautiful scenes of this movie, but it can not make me accept the idea that people should die for a tyrant.",negative
"this had a great cast with big name stars like tyrone power, henry fonda, randolph scott, nancy kelly, henry hull and brian donlevey and a bunch more lesser but known names with shorter roles. it also had technicolor, one of the few movies made with it in 1939.now the bad news.......regrettably, i can't say much positive for the story. it portrayed the james boys in a totally positive light....and hollywood has done that ever since. why these criminals are always shown to be the good guys is beyond me. this film glamorizes them and made their enemies the railroad people into vicious human beings. the latter was exaggerated so much it was preposterous. well, that's the film world for you evil is good good is bad.hey hollywood here's a news flash the james boys were criminals! really look it up!",negative
"i remember watching this series avidly, every saturday evening. it was the highlight of the week. i loved everything about it, the location, the costumes, the actors and the wonderful music by clannad i still have their legend album . i loved the way they solved the problem of michael praed leaving by creating another robin, this time the earl of huntingdon. i believe there were legends of several robins in medieval times. another thing i loved was the fact that it was filled with young actors, i'm sure robin and his men would have young, after all people didn't live that long in those days. other robins always look too old kevin costner with his ridiculous accent looked like robin's granddad . the only sad thing was the ending, it's a shame they couldn't at least have done a one off special to tie up all the loose ends and give it a happier ending.",positive
